idade,genero,pcd,ufOndeMora,cargoAtual,nivel,tempoDeExperienciaemDados,tempodeExperienciaEmTi
37,Masculino,Não,MG,,,de 3 a 4 anos,de 7 a 10 anos
29,Masculino,Não,SP,Cientista de Dados/Data Scientist,Sênior,de 3 a 4 anos,Menos de 1 ano
28,Masculino,Não,SP,Analista de Negócios/Business Analyst,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
25,Masculino,Não,PR,Analista de Dados/Data Analyst,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
21,Masculino,Não,RS,Analista de Dados/Data Analyst,Júnior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
28,Feminino,Não,SP,,,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
28,Feminino,Não,SC,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Sênior,Menos de 1 ano,Menos de 1 ano
30,Masculino,Sim,RS,Analista de Dados/Data Analyst,Pleno,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Masculino,Não,PR,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Sênior,de 7 a 10 anos,de 5 a 6 anos
29,Feminino,Não,SP,Cientista de Dados/Data Scientist,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
31,Masculino,Não,SP,,,de 7 a 10 anos,Menos de 1 ano
30,Masculino,Não,SP,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Sênior,de 3 a 4 anos,Mais de 10 anos
33,Masculino,Não,SP,Arquiteto de Dados/Data Architect,Sênior,de 5 a 6 anos,Mais de 10 anos
25,Masculino,Não,SP,,,de 3 a 4 anos,de 1 a 2 anos
45,Masculino,Não,BA,,,Mais de 10 anos,de 1 a 2 anos
33,Masculino,Não,SP,Analista de BI/BI Analyst,Sênior,de 7 a 10 anos,de 1 a 2 anos
30,Masculino,Não,MA,,,de 3 a 4 anos,Menos de 1 ano
23,Masculino,Não,PR,Cientista de Dados/Data Scientist,Pleno,de 3 a 4 anos,de 1 a 2 anos
29,Masculino,Não,RJ,Analytics Engineer,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
24,Masculino,Não,SP,Analista de Dados/Data Analyst,Júnior,de 1 a 2 anos,de 1 a 2 anos
28,Masculino,Não,PR,Analista de Dados/Data Analyst,Sênior,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
45,Masculino,Não,SP,,,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
31,Masculino,Não,BA,Cientista de Dados/Data Scientist,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
37,Masculino,Não,MG,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 3 a 4 anos,de 5 a 6 anos
33,Masculino,Não,CE,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 5 a 6 anos,de 1 a 2 anos
30,Feminino,Não,PR,Cientista de Dados/Data Scientist,Pleno,de 3 a 4 anos,de 1 a 2 anos
33,Masculino,Não,SP,Analista de BI/BI Analyst,Júnior,Menos de 1 ano,de 3 a 4 anos
37,Feminino,Não,PR,Analista de Dados/Data Analyst,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
33,Feminino,Não,SP,,,de 7 a 10 anos,de 1 a 2 anos
27,Masculino,Sim,RJ,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Sênior,de 5 a 6 anos,de 3 a 4 anos
36,Masculino,Não,SC,,,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
36,Feminino,Não,MG,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Sênior,de 1 a 2 anos,de 7 a 10 anos
26,Feminino,Não,SC,Analista de Dados/Data Analyst,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
36,Feminino,Não,SP,Analytics Engineer,Sênior,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Feminino,Não,RS,Cientista de Dados/Data Scientist,Pleno,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Masculino,Não,RS,,,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
22,Masculino,Não,CE,Analista de BI/BI Analyst,Júnior,de 1 a 2 anos,Menos de 1 ano
47,Feminino,Não,RS,Analista de BI/BI Analyst,Sênior,Mais de 10 anos,Mais de 10 anos
32,Masculino,Não,RJ,Analista de Dados/Data Analyst,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
27,Masculino,Não,AM,Analista de Suporte/Analista Técnico,Pleno,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
31,Masculino,Não,RN,,,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
44,Feminino,Não,SP,Analista de Dados/Data Analyst,Pleno,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
37,Masculino,Não,MG,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Sênior,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
42,Masculino,Não,SP,Analista de Dados/Data Analyst,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
34,Masculino,Não,SP,,,Mais de 10 anos,de 7 a 10 anos
33,Feminino,Não,SP,Analista de Dados/Data Analyst,Pleno,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
32,Feminino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
35,Masculino,Não,MG,,,de 7 a 10 anos,Mais de 10 anos
29,Masculino,Não,PR,Cientista de Dados/Data Scientist,Pleno,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
32,Feminino,Não,SC,Analista de Dados/Data Analyst,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
31,Masculino,Não,MG,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Pleno,Menos de 1 ano,de 1 a 2 anos
33,Feminino,Não,SP,Analytics Engineer,Sênior,de 5 a 6 anos,de 3 a 4 anos
21,Feminino,Não,CE,Cientista de Dados/Data Scientist,Júnior,Menos de 1 ano,de 1 a 2 anos
24,Masculino,Não,SP,Arquiteto de Dados/Data Architect,Júnior,de 1 a 2 anos,de 3 a 4 anos
24,Masculino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
27,Masculino,Não,SP,,,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
34,Masculino,Não,MG,,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Masculino,Não,SC,Cientista de Dados/Data Scientist,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
23,Masculino,Não,SP,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Júnior,de 1 a 2 anos,Menos de 1 ano
24,Masculino,Não,DF,Analista de BI/BI Analyst,Júnior,de 1 a 2 anos,de 3 a 4 anos
55,Feminino,Não,SP,Outra Opção,Júnior,Menos de 1 ano,Menos de 1 ano
33,Masculino,Não,SP,Analista de Dados/Data Analyst,Sênior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Feminino,Não,SP,Analista de BI/BI Analyst,Sênior,de 7 a 10 anos,de 7 a 10 anos
34,Masculino,Não,SP,,,de 3 a 4 anos,de 3 a 4 anos
38,Masculino,Não,PR,Analista de Dados/Data Analyst,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Masculino,Não,BA,Analista de BI/BI Analyst,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
42,Feminino,Não,,Analista de Dados/Data Analyst,Sênior,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
35,Masculino,Não,SP,,,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
35,Masculino,Não,SP,Analista de Negócios/Business Analyst,Sênior,de 1 a 2 anos,de 7 a 10 anos
25,Feminino,Não,SP,Cientista de Dados/Data Scientist,Sênior,de 3 a 4 anos,de 1 a 2 anos
25,Masculino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Masculino,Não,AM,Cientista de Dados/Data Scientist,Sênior,de 5 a 6 anos,de 1 a 2 anos
40,Masculino,Não,SP,,,Mais de 10 anos,de 1 a 2 anos
24,Masculino,Sim,SC,Analista de BI/BI Analyst,Pleno,de 3 a 4 anos,de 1 a 2 anos
54,Masculino,Não,SP,,,Menos de 1 ano,Menos de 1 ano
35,Masculino,Não,SP,,,de 5 a 6 anos,Menos de 1 ano
26,Masculino,Não,PR,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 3 a 4 anos,de 3 a 4 anos
35,Masculino,Não,RS,,,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
33,Masculino,Não,SP,,,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
40,Masculino,Não,,Cientista de Dados/Data Scientist,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
27,Masculino,Não,RS,Cientista de Dados/Data Scientist,Júnior,Menos de 1 ano,de 1 a 2 anos
27,Masculino,Não,SP,Analista de BI/BI Analyst,Sênior,de 3 a 4 anos,de 3 a 4 anos
25,Masculino,Não,MG,Analista de BI/BI Analyst,Pleno,de 3 a 4 anos,de 1 a 2 anos
35,Masculino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
33,Masculino,Não,RJ,Analista de Dados/Data Analyst,Pleno,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
45,Masculino,Não,DF,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 5 a 6 anos,Mais de 10 anos
51,Feminino,Não,SP,Outra Opção,Júnior,Não tenho experiência na área de dados,de 7 a 10 anos
22,Masculino,Não,RJ,Analista de BI/BI Analyst,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
33,Masculino,Não,MG,Analista de Dados/Data Analyst,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
39,Masculino,Não,SP,,,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
28,Feminino,Não,PR,Analista de Dados/Data Analyst,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
26,Masculino,Não,SP,Analista de BI/BI Analyst,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
33,Masculino,Não,PR,,,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
52,Masculino,Não,SP,,,Mais de 10 anos,de 5 a 6 anos
48,Feminino,Sim,DF,Analista de BI/BI Analyst,Pleno,de 3 a 4 anos,de 1 a 2 anos
31,Feminino,Não,RS,Cientista de Dados/Data Scientist,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Masculino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 5 a 6 anos,de 3 a 4 anos
33,Masculino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Masculino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 5 a 6 anos,de 7 a 10 anos
39,Masculino,Não,PR,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Masculino,Não,SC,Cientista de Dados/Data Scientist,Pleno,de 3 a 4 anos,de 1 a 2 anos
24,Masculino,Não,AL,Analista de Dados/Data Analyst,Júnior,de 1 a 2 anos,de 1 a 2 anos
32,Masculino,Não,SP,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Sênior,de 3 a 4 anos,de 3 a 4 anos
43,Masculino,Não,RO,,,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Masculino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Júnior,Menos de 1 ano,Menos de 1 ano
29,Masculino,Não,RJ,,,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
34,Masculino,Não,SP,Analista de Negócios/Business Analyst,Pleno,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
36,Masculino,Não,PR,,,Mais de 10 anos,Menos de 1 ano
30,Masculino,Não,PE,,,de 5 a 6 anos,de 1 a 2 anos
31,Masculino,Não,SP,Analista de Dados/Data Analyst,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
35,Feminino,Não,RO,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Pleno,de 5 a 6 anos,Menos de 1 ano
28,Masculino,Não,SP,Outra Opção,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
33,Masculino,Não,SP,,,de 3 a 4 anos,Mais de 10 anos
31,Feminino,Não,MG,Analista de BI/BI Analyst,Pleno,de 5 a 6 anos,de 5 a 6 anos
34,Masculino,Não,SP,Analytics Engineer,Sênior,Mais de 10 anos,de 3 a 4 anos
25,Masculino,Não,SP,Cientista de Dados/Data Scientist,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Masculino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
36,Feminino,Não,SP,Analista de Dados/Data Analyst,Pleno,de 1 a 2 anos,de 1 a 2 anos
27,Masculino,Não,RJ,Cientista de Dados/Data Scientist,Sênior,de 5 a 6 anos,de 1 a 2 anos
23,Masculino,Não,SP,Analista de Dados/Data Analyst,Pleno,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
35,Masculino,Não,,,,de 3 a 4 anos,Menos de 1 ano
38,Masculino,Não,RS,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
37,Masculino,Não,PE,,,de 7 a 10 anos,de 5 a 6 anos
28,Masculino,Não,RJ,Cientista de Dados/Data Scientist,Pleno,de 1 a 2 anos,de 1 a 2 anos
27,Masculino,Não,RJ,Cientista de Dados/Data Scientist,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
35,Masculino,Não,SP,,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
40,Masculino,Não,,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 5 a 6 anos,de 7 a 10 anos
32,Masculino,Sim,ES,Analytics Engineer,Júnior,de 1 a 2 anos,de 1 a 2 anos
35,Masculino,Não,PR,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Masculino,Sim,RJ,Cientista de Dados/Data Scientist,Júnior,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
52,Masculino,Não,SC,Outra Opção,Sênior,Não tenho experiência na área de dados,Mais de 10 anos
27,Masculino,Não,SP,,,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
